ATC,Interchangeable Category Name,DIN,Product Description,Prescriber Type,Reimbursment Price,Price Type,Benefit Status,MFR,Interchangeabiilty Flag
N06AA06,trimipramine 100mg tab,1926284,Surmontil 100mg Tab (discontinued),,,,,SAV,Y
N06AA06,trimipramine 12.5mg tab,740799,Trimipramine 12.5mg Tab,DNP,0.2245,M,SFC,AAP,Y
N06AA06,trimipramine 12.5mg tab,1926357,Surmontil 12.5mg Tab (discontinued),,,,,SAV,Y
N06AA06,trimipramine 25mg tab,740802,Trimipramine 25mg Tab,DNP,0.2891,M,SFC,AAP,Y
N06AA06,trimipramine 25mg tab,1926322,Surmontil 25mg Tab (discontinued),,,,,SAV,Y
N06AA06,trimipramine 50mg tab,740810,Trimipramine 50mg Tab,DNP,0.5659,M,SFC,AAP,Y
N06AA06,trimipramine 50mg tab,1926330,Surmontil 50mg Tab (discontinued),,,,,SAV,Y
N06AA06,trimipramine 75mg cap,1926349,Surmontil 75mg Cap (discontinued),,,,,SAV,Y
N06AA06,trimipramine 75mg cap,2070987,Trimipramine 75mg Cap,DNP,0.7617,M,SFC,AAP,Y
N06AA09,amitriptyline 10mg tab,16322,Elavil 10mg Tab (discontinued),,,,,FRS,Y
N06AA09,amitriptyline 10mg tab,335053,Elavil 10mg Tab,,,,,AAP,Y
N06AA09,amitriptyline 10mg tab,654523,pms-Amitriptyline 10mg Tab,DNP,0.0435,M,SFC,PMS,Y
N06AA09,amitriptyline 10mg tab,2326043,Teva-Amitriptyline 10mg Tab,DNP,0.0435,M,SFC,TEV,Y
N06AA09,amitriptyline 10mg tab,2403137,Apo-Amitriptyline 10mg Tab,DNP,0.0435,M,SFC,APX,Y
N06AA09,amitriptyline 10mg tab,2429861,Mar-Amitriptyline 10mg Tab,DNP,0.0435,M,SFC,MAR,Y
N06AA09,amitriptyline 25mg tab,16330,Elavil 25mg Tab (discontinued),,,,,FRS,Y
N06AA09,amitriptyline 25mg tab,335061,Elavil 25mg Tab,,,,,AAP,Y
N06AA09,amitriptyline 25mg tab,654515,pms-Amitriptyline 25mg Tab,DNP,0.0829,M,SFC,PMS,Y
N06AA09,amitriptyline 25mg tab,2326051,Teva-Amitriptyline 25mg Tab,DNP,0.0829,M,SFC,TEV,Y
N06AA09,amitriptyline 25mg tab,2403145,Apo-Amitritpyline 25mg Tab,DNP,0.0829,M,SFC,APX,Y
N06AA09,amitriptyline 25mg tab,2429888,Mar-Amitriptyline 25mg Tab,DNP,0.0829,M,SFC,MAR,Y
N06AA09,amitriptyline 50mg tab,16349,Elavil 50mg Tab (discontinued),,,,,FRS,Y
N06AA09,amitriptyline 50mg tab,335088,Elavil 50mg Tab,,,,,AAP,Y
N06AA09,amitriptyline 50mg tab,654507,pms-Amitriptyline 50mg Tab,DNP,0.154,M,SFC,PMS,Y
N06AA09,amitriptyline 50mg tab,2326078,Teva-Amitriptyline 50mg Tab,DNP,0.154,M,SFC,TEV,Y
N06AA09,amitriptyline 50mg tab,2403153,Apo-Amitriptyline 50mg Tab,DNP,0.154,M,SFC,APX,Y
N06AA09,amitriptyline 50mg tab,2429896,Mar-Amitriptyline 50mg Tab,DNP,0.154,M,SFC,MAR,Y
N06AA09,amitriptyline 75mg tab,354295,Elavil 75mg Tab (discontinued),,,,,FRS,Y
N06AA09,amitriptyline 75mg tab,754129,Elavil 75mg Tab,,,,,AAP,Y
N06AA09,amitriptyline 75mg tab,2403161,Apo-Amitriptyline 75mg Tab,DNP,0.3634,M,SFC,APX,Y
N06AA09,amitriptyline 75mg tab,2429918,Mar-Amitriptyline 75mg Tab,DNP,0.3634,M,SFC,MAR,Y
N06AA10,,15229,Aventyl 10mg Cap,DNP,0.257,L,SFC,AAP,N
N06AA10,,15237,Aventyl 25mg Cap,DNP,0.5193,L,SFC,AAP,N
N06AA12,doxepin HCl 100mg cap,326925,Sinequan 100mg Cap (discontinued),,,,,ERF,Y
N06AA12,doxepin HCl 100mg cap,2050048,Apo-Doxepin 100mg Cap,DNP,1.3438,M,SFC,APX,Y
N06AA12,doxepin HCl 10mg cap,24325,Sinequan 10mg Cap,DNP,0.2397,M,SFC,AAP,Y
N06AA12,doxepin HCl 10mg cap,2049996,Apo-Doxepin 10mg Cap,DNP,0.2397,M,SFC,APX,Y
N06AA12,doxepin HCl 25mg cap,24333,Sinequan 25mg Cap,DNP,0.294,M,SFC,AAP,Y
N06AA12,doxepin HCl 25mg cap,2050005,Apo-Doxepin 25mg Cap,DNP,0.294,M,SFC,APX,Y
N06AA12,doxepin HCl 50mg cap,24341,Sinequan 50mg Cap,DNP,0.5455,M,SFC,AAP,Y
N06AA12,doxepin HCl 50mg cap,2050013,Apo-Doxepin 50mg Cap,DNP,0.5455,M,SFC,APX,Y
N06AA12,doxepin HCl 75mg cap,400750,Sinequan 75mg Cap (discontinued),,,,,ERF,Y
N06AA12,doxepin HCl 75mg cap,2050021,Apo-Doxepin 75mg Cap,DNP,0.8066,M,SFC,APX,Y
N06AA21,maprotiline 25mg tab,360481,Ludiomil 25mg Tab (discontinued),,,,,NVR,Y
N06AA21,maprotiline 25mg tab,2158612,Novo-Maprotiline 25mg Tab (discontinued),,,,,TEV,Y
N06AA21,maprotiline 50mg tab,360503,Ludiomil 50mg Tab (discontinued),,,,,NVR,Y
N06AA21,maprotiline 50mg tab,2158620,Novo-Maprotiline 50mg Tab (discontinued),,,,,TEV,Y
N06AA21,maprotiline 75mg tab,360511,Ludiomil 75mg Tab (discontinued),,,,,PMS,Y
N06AA21,maprotiline 75mg tab,2158639,Novo-Maprotiline 75mg Tab (discontinued),,,,,TEV,Y
N06AB03,fluoxetine 10mg cap,2018985,Prozac 10mg Cap,DNP,0.3404,M,SFC,LIL,Y
N06AB03,fluoxetine 10mg cap,2177579,pms-Fluoxetine 10mg Cap,DNP,0.3404,M,SFC,PMS,Y
N06AB03,fluoxetine 10mg cap,2216353,Apo-Fluoxetine 10mg Cap,DNP,0.3404,M,SFC,APX,Y
N06AB03,fluoxetine 10mg cap,2216582,Teva-Fluoxetine 10mg Cap,DNP,0.3404,M,SFC,TEV,Y
N06AB03,fluoxetine 10mg cap,2237813,MYLAN-Fluoxetine 10mg Cap (discontinued),,,,,MYL,Y
N06AB03,fluoxetine 10mg cap,2286068,Fluoxetine 10mg Cap,DNP,0.3404,M,SFC,SAS,Y
N06AB03,fluoxetine 10mg cap,2374447,Fluoxetine-10mg Cap,DNP,0.3404,M,SFC,SIV,Y
N06AB03,fluoxetine 10mg cap,2380560,MINT-Fluoxetine 10mg Cap,DNP,0.3404,M,SFC,MNT,Y
N06AB03,fluoxetine 10mg cap,2385627,Auro-Fluoxetine 10mg Cap,DNP,0.3404,M,SFC,ARO,Y
N06AB03,fluoxetine 10mg cap,2392909,Mar-Fluoxetine 10mg Cap (discontinued),,,,,MAR,Y
N06AB03,fluoxetine 10mg cap,2393441,ACH-Fluoxetine 10mg Cap,DNP,0.3404,M,SFC,AHI,Y
N06AB03,fluoxetine 10mg cap,2401894,Jamp-Fluoxetine 10mg Cap,DNP,0.3404,M,SFC,JPC,Y
N06AB03,fluoxetine 20mg cap,636622,Prozac 20mg Cap,DNP,0.3311,M,SFC,LIL,Y
N06AB03,fluoxetine 20mg cap,2177587,pms-Fluoxetine 20mg Cap,DNP,0.3311,M,SFC,PMS,Y
N06AB03,fluoxetine 20mg cap,2216361,Apo-Fluoxetine 20mg Cap,DNP,0.3311,M,SFC,APX,Y
N06AB03,fluoxetine 20mg cap,2216590,Teva-Fluoxetine 20mg Cap,DNP,0.3311,M,SFC,TEV,Y
N06AB03,fluoxetine 20mg cap,2237814,MYLAN-Fluoxetine 20mg Cap (discontinued),,,,,MYL,Y
N06AB03,fluoxetine 20mg cap,2242178,CO Fluoxetine 20mg Cap,DNP,0.3311,M,SFC,ATV,Y
N06AB03,fluoxetine 20mg cap,2286076,Fluoxetine 20mg Cap,DNP,0.3311,M,SFC,SAS,Y
N06AB03,fluoxetine 20mg cap,2374455,Fluoxetine-20mg Cap,DNP,0.3311,M,SFC,SIV,Y
N06AB03,fluoxetine 20mg cap,2380579,MINT-Fluoxetine 20mg Cap,DNP,0.3311,M,SFC,MNT,Y
N06AB03,fluoxetine 20mg cap,2383241,ACH-Fluoxetine 20mg Cap,DNP,0.3311,M,SFC,AHI,Y
N06AB03,fluoxetine 20mg cap,2385635,Auro-Fluoxetine 20mg Cap,DNP,0.3311,M,SFC,ARO,Y
N06AB03,fluoxetine 20mg cap,2386402,Jamp-Fluoxetine 20mg Cap,DNP,0.3311,M,SFC,JPC,Y
N06AB03,fluoxetine 20mg cap,2392917,Mar-Fluoxetine 20mg Cap (discontinued),,,,,MAR,Y
N06AB03,fluoxetine 4mg/mL syr,1917021,Prozac 20mg/5mL Syr (discontinued),,,,,LIL,Y
N06AB03,fluoxetine 4mg/mL syr,2231328,Apo-Fluoxetine 20mg/5mL Syr,DNP,0.3084,M,E,APX,Y
N06AB03,fluoxetine 4mg/mL syr,2459361,Odan-Fluoxetine 20mg/5mL Syr,DNP,0.3084,M,E,ODN,Y
N06AB04,citalopram 10mg tab,2270609,pms-Citalopram 10mg Tab,DNP,0.0796,M,SFC,PMS,Y
N06AB04,citalopram 10mg tab,2445719,Citalopram 10mg Tab,DNP,0.0796,M,SFC,SAS,Y
N06AB04,citalopram 20mg tab,2239607,Celexa 20mg Tab,DNP,0.1332,M,SFC,VLH,Y
N06AB04,citalopram 20mg tab,2246056,Apo-Citalopram 20mg Tab,DNP,0.1332,M,SFC,APX,Y
N06AB04,citalopram 20mg tab,2246594,MYLAN-Citalopram 20mg Tab (discontinued),,,,,MYL,Y
N06AB04,citalopram 20mg tab,2248010,pms-Citalopram 20mg Tab,DNP,0.1332,M,SFC,PMS,Y
N06AB04,citalopram 20mg tab,2248050,CO Citalopram 20mg Tab,DNP,0.1332,M,SFC,ATV,Y
N06AB04,citalopram 20mg tab,2248170,Sandoz Citalopram 20mg Tab,DNP,0.1332,M,SFC,SDZ,Y
N06AB04,citalopram 20mg tab,2275562,Auro-Citalopram 20mg Tab,DNP,0.1332,M,SFC,ARO,Y
N06AB04,citalopram 20mg tab,2285622,RAN-Citalo 20mg Tab,DNP,0.1332,M,SFC,RAN,Y
N06AB04,citalopram 20mg tab,2293218,Novo-Citalopram 20mg Tab,DNP,0.1332,M,SFC,TEV,Y
N06AB04,citalopram 20mg tab,2304686,MINT-Citalopram 20mg Tab,,,,,MNT,Y
N06AB04,citalopram 20mg tab,2313405,Jamp-Citalopram 20mg Tab,,,,,JPC,Y
N06AB04,citalopram 20mg tab,2353660,Citalopram 20mg Tab,DNP,0.1332,M,SFC,SAS,Y
N06AB04,citalopram 20mg tab,2355272,Septa-Citalopram 20mg Tab,DNP,0.1332,M,SFC,SPT,Y
N06AB04,citalopram 20mg tab,2371898,Mar-Citalopram 20mg Tab,DNP,0.1332,M,SFC,MAR,Y
N06AB04,citalopram 20mg tab,2387956,Citalopram-20mg Tab,DNP,0.1332,M,SFC,SIV,Y
N06AB04,citalopram 20mg tab,2409011,NAT-Citalopram 20mg Tab,DNP,0.1332,M,SFC,NAT,Y
N06AB04,citalopram 20mg tab,2429705,MINT-Citalopram 20mg Tab,DNP,0.1332,M,SFC,MNT,Y
N06AB04,citalopram 20mg tab,2430541,Citalopram 20mg Tab,DNP,0.1332,M,SFC,JPC,Y
N06AB04,citalopram 40mg tab,2239608,Celexa 40mg Tab,DNP,0.1332,M,SFC,VLH,Y
N06AB04,citalopram 40mg tab,2246057,Apo-Citalopram 40mg Tab,DNP,0.1332,M,SFC,APX,Y
N06AB04,citalopram 40mg tab,2246595,MYLAN-Citalopram 40mg Tab (discontinued),,,,,MYL,Y
N06AB04,citalopram 40mg tab,2248011,pms-Citalopram 40mg Tab,DNP,0.1332,M,SFC,PMS,Y
N06AB04,citalopram 40mg tab,2248051,CO Citalopram 40mg Tab,DNP,0.1332,M,SFC,ATV,Y
N06AB04,citalopram 40mg tab,2248171,Sandoz Citalopram 40mg Tab,DNP,0.1332,M,SFC,SDZ,Y
N06AB04,citalopram 40mg tab,2275570,Auro-Citalopram 40mg Tab,DNP,0.1332,M,SFC,ARO,Y
N06AB04,citalopram 40mg tab,2285630,RAN-Citalo 40mg Tab,DNP,0.1332,M,SFC,RAN,Y
N06AB04,citalopram 40mg tab,2293226,Novo-Citalopram 40mg Tab,DNP,0.1332,M,SFC,TEV,Y
N06AB04,citalopram 40mg tab,2304694,MINT-Citalopram 40mg Tab,,,,,MNT,Y
N06AB04,citalopram 40mg tab,2313413,Jamp-Citalopram 40mg Tab,,,,,JPC,Y
N06AB04,citalopram 40mg tab,2353679,Citalopram 40mg Tab,DNP,0.1332,M,SFC,SAS,Y
N06AB04,citalopram 40mg tab,2355280,Septa-Citalopram 40mg Tab,DNP,0.1332,M,SFC,SPT,Y
N06AB04,citalopram 40mg tab,2371901,Mar-Citalopram 40mg Tab,DNP,0.1332,M,SFC,MAR,Y
N06AB04,citalopram 40mg tab,2387964,Citalopram-40mg Tab,DNP,0.1332,M,SFC,SIV,Y
N06AB04,citalopram 40mg tab,2409038,NAT-Citalopram 40mg Tab,DNP,0.1332,M,SFC,NAT,Y
N06AB04,citalopram 40mg tab,2429713,MINT-Citalopram 40mg Tab,DNP,0.1332,M,SFC,MNT,Y
N06AB04,citalopram 40mg tab,2430568,Citalopram 40mg Tab,DNP,0.1332,M,SFC,JPC,Y
N06AB04,,2296152,CTP30 (30mg) Tab,DNP,0.875,L,SFC,SNV,N
N06AB04,,2370085,Jamp Citalopram 10mg Tab (discontinued),,,,,JPC,N
N06AB04,,2409003,NAT-Citalopram 10mg Tab,DNP,0.0796,M,SFC,NAT,N
N06AB04,,2429691,MINT-Citalopram 10mg Tab,DNP,0.0796,M,SFC,MNT,N
N06AB04,,2430517,Citalopram 10mg Tab,DNP,0.0796,M,SFC,JPC,N
N06AB05,paroxetine 10mg tab,2027887,Paxil 10mg Tab,,,,,GSK,Y
N06AB05,paroxetine 10mg tab,2240907,Apo-Paroxetine 10mg Tab,,,,,APX,Y
N06AB05,paroxetine 10mg tab,2247750,pms-Paroxetine 10mg Tab,,,,,PMS,Y
N06AB05,paroxetine 10mg tab,2248012,MYLAN-Paroxetine 10mg Tab (discontinued),,,,,MYL,Y
N06AB05,paroxetine 10mg tab,2248556,Teva-Paroxetine 10mg Tab,,,,,TEV,Y
N06AB05,paroxetine 10mg tab,2282844,Paroxetine 10mg Tab,,,,,SAS,Y
N06AB05,paroxetine 10mg tab,2368862,Jamp-Paroxetine 10mg Tab,,,,,JPC,Y
N06AB05,paroxetine 10mg tab,2388227,Paroxetine 10mg Tab,,,,,SIV,Y
N06AB05,paroxetine 10mg tab,2411946,Mar-Paroxetine 10mg Tab,,,,,MAR,Y
N06AB05,paroxetine 10mg tab,2421372,MINT-Paroxetine 10mg Tab,,,,,MNT,Y
N06AB05,paroxetine 10mg tab,2431777,Sandoz Paroxetine 10mg Tab,,,,,SDZ,Y
N06AB05,paroxetine 20mg tab,1940481,Paxil 20mg Tab,DNP,0.325,M,SFC,GSK,Y
N06AB05,paroxetine 20mg tab,2240908,Apo-Paroxetine 20mg Tab,DNP,0.325,M,SFC,APX,Y
N06AB05,paroxetine 20mg tab,2247751,pms-Paroxetine 20mg Tab,DNP,0.325,M,SFC,PMS,Y
N06AB05,paroxetine 20mg tab,2248013,MYLAN-Paroxetine 20mg Tab (discontinued),,,,,MYL,Y
N06AB05,paroxetine 20mg tab,2248557,Teva-Paroxetine 20mg Tab,DNP,0.325,M,SFC,TEV,Y
N06AB05,paroxetine 20mg tab,2262754,CO Paroxetine 20mg Tab,DNP,0.325,M,SFC,ATV,Y
N06AB05,paroxetine 20mg tab,2282852,Paroxetine 20mg Tab (SAS),DNP,0.325,M,SFC,SAS,Y
N06AB05,paroxetine 20mg tab,2368870,Jamp-Paroxetine 20mg Tab,DNP,0.325,M,SFC,JPC,Y
N06AB05,paroxetine 20mg tab,2383284,Auro-Paroxetine 20mg Tab,DNP,0.325,M,SFC,ARO,Y
N06AB05,paroxetine 20mg tab,2388235,Paroxetine 20mg Tab,DNP,0.325,M,SFC,SIV,Y
N06AB05,paroxetine 20mg tab,2411954,Mar-Paroxetine 20mg Tab,DNP,0.325,M,SFC,MAR,Y
N06AB05,paroxetine 20mg tab,2421380,MINT-Paroxetine 20mg Tab,DNP,0.325,M,SFC,MNT,Y
N06AB05,paroxetine 20mg tab,2431785,Sandoz Paroxetine 20mg Tab,DNP,0.325,M,SFC,SDZ,Y
N06AB05,paroxetine 30mg tab,1940473,Paxil 30mg Tab,DNP,0.3453,M,SFC,GSK,Y
N06AB05,paroxetine 30mg tab,2240909,Apo-Paroxetine 30mg Tab,DNP,0.3453,M,SFC,APX,Y
N06AB05,paroxetine 30mg tab,2247752,pms-Paroxetine 30mg Tab,DNP,0.3453,M,SFC,PMS,Y
N06AB05,paroxetine 30mg tab,2248014,MYLAN-Paroxetine 30mg Tab (discontinued),,,,,MYL,Y
N06AB05,paroxetine 30mg tab,2248558,Teva-Paroxetine 30mg Tab,DNP,0.3453,M,SFC,TEV,Y
N06AB05,paroxetine 30mg tab,2282860,Paroxetine 30mg Tab (SAS),DNP,0.3453,M,SFC,SAS,Y
N06AB05,paroxetine 30mg tab,2368889,Jamp-Paroxetine 30mg Tab,DNP,0.3453,M,SFC,JPC,Y
N06AB05,paroxetine 30mg tab,2383292,Auro-Paroxetine 30mg Tab,DNP,0.3453,M,SFC,ARO,Y
N06AB05,paroxetine 30mg tab,2388243,Paroxetine 30mg Tab,DNP,0.3453,M,SFC,SIV,Y
N06AB05,paroxetine 30mg tab,2411962,Mar-Paroxetine 30mg Tab,DNP,0.3453,M,SFC,MAR,Y
N06AB05,paroxetine 30mg tab,2421399,MINT-Paroxetine 30mg Tab,DNP,0.3453,M,SFC,MNT,Y
N06AB05,paroxetine 30mg tab,2431793,Sandoz Paroxetine 30mg Tab,DNP,0.3453,M,SFC,SDZ,Y
N06AB05,,2293749,pms-Paroxetine 40mg Tab,,,,,PMS,N
N06AB06,sertraline 100mg cap,1962779,Zoloft 100mg Cap,DNP,0.3303,M,SFC,PFI,Y
N06AB06,sertraline 100mg cap,2238282,Apo-Sertraline 100mg Cap,DNP,0.3303,M,SFC,APX,Y
N06AB06,sertraline 100mg cap,2240481,Teva-Sertraline 100mg Cap,DNP,0.3303,M,SFC,TEV,Y
N06AB06,sertraline 100mg cap,2242521,MYLAN-Sertraline 100mg Cap (discontinued),,,,,MYL,Y
N06AB06,sertraline 100mg cap,2244840,pms-Sertraline 100mg Cap,DNP,0.3303,M,SFC,PMS,Y
N06AB06,sertraline 100mg cap,2245161,Sandoz Sertraline 100mg Cap,DNP,0.3303,M,SFC,SDZ,Y
N06AB06,sertraline 100mg cap,2287412,CO Sertraline 100mg Cap,,,,,ATV,Y
N06AB06,sertraline 100mg cap,2353547,Sertraline 100mg Cap,DNP,0.3303,M,SFC,SAS,Y
N06AB06,sertraline 100mg cap,2357178,Jamp-Sertraline 100mg Cap,DNP,0.3303,M,SFC,JPC,Y
N06AB06,sertraline 100mg cap,2374579,RAN-Sertraline 100mg Cap,DNP,0.3303,M,SFC,RAN,Y
N06AB06,sertraline 100mg cap,2386097,Sertraline-100mg Cap,DNP,0.3303,M,SFC,SIV,Y
N06AB06,sertraline 100mg cap,2390922,Auro-Sertraline 100mg Cap,DNP,0.3303,M,SFC,ARO,Y
N06AB06,sertraline 100mg cap,2399431,Mar-Sertraline 100mg Cap,DNP,0.3303,M,SFC,MAR,Y
N06AB06,sertraline 100mg cap,2402408,MINT-Sertraline 100mg Cap,DNP,0.3303,M,SFC,MNT,Y
N06AB06,sertraline 25mg cap,2132702,Zoloft 25mg Cap,DNP,0.1516,M,SFC,PFI,Y
N06AB06,sertraline 25mg cap,2238280,Apo-Sertraline 25mg Cap,DNP,0.1516,M,SFC,APX,Y
N06AB06,sertraline 25mg cap,2240485,Novo-Sertraline 25mg Cap,DNP,0.1516,M,SFC,TEV,Y
N06AB06,sertraline 25mg cap,2242519,MYLAN-Sertraline 25mg Cap (discontinued),,,,,MYL,Y
N06AB06,sertraline 25mg cap,2244838,pms-Sertraline 25mg Cap,DNP,0.1516,M,SFC,PMS,Y
N06AB06,sertraline 25mg cap,2245159,Sandoz Sertraline 25mg Cap,DNP,0.1516,M,SFC,SDZ,Y
N06AB06,sertraline 25mg cap,2287390,CO Sertraline 25mg Cap (discontinued),,,,,ATV,Y
N06AB06,sertraline 25mg cap,2353520,Sertraline 25mg Cap,DNP,0.1516,M,SFC,SAS,Y
N06AB06,sertraline 25mg cap,2357143,Jamp-Sertaline 25mg Cap,DNP,0.1516,M,SFC,JPC,Y
N06AB06,sertraline 25mg cap,2374552,RAN-Sertraline 25mg Cap,,,,,RAN,Y
N06AB06,sertraline 25mg cap,2386070,Sertraline-25mg Cap,DNP,0.1516,M,SFC,SIV,Y
N06AB06,sertraline 25mg cap,2390906,Auro-Sertraline 25mg Cap,DNP,0.1516,M,SFC,ARO,Y
N06AB06,sertraline 25mg cap,2399415,Mar-Sertraline 25mg Cap,DNP,0.1516,M,SFC,MAR,Y
N06AB06,sertraline 25mg cap,2402378,MINT-Sertraline 25mg Cap,DNP,0.1516,M,SFC,MNT,Y
N06AB06,sertraline 25mg cap,2469626,Sertraline 25mg Cap,,,,,JPC,Y
N06AB06,sertraline 50mg cap,1962817,Zoloft 50mg Cap,DNP,0.3032,M,SFC,PFI,Y
N06AB06,sertraline 50mg cap,2238281,Apo-Sertraline 50mg Cap,DNP,0.3032,M,SFC,APX,Y
N06AB06,sertraline 50mg cap,2240484,Novo-Sertraline 50mg Cap,DNP,0.3032,M,SFC,TEV,Y
N06AB06,sertraline 50mg cap,2242520,MYLAN-Sertraline 50mg Cap (discontinued),,,,,MYL,Y
N06AB06,sertraline 50mg cap,2244839,pms-Sertraline 50mg Cap,DNP,0.3032,M,SFC,PMS,Y
N06AB06,sertraline 50mg cap,2245160,Sandoz Sertraline 50mg Cap,DNP,0.3032,M,SFC,SDZ,Y
N06AB06,sertraline 50mg cap,2287404,CO Sertraline 50mg Cap,,,,,ATV,Y
N06AB06,sertraline 50mg cap,2353539,Sertraline 50mg Cap,DNP,0.3032,M,SFC,SAS,Y
N06AB06,sertraline 50mg cap,2357151,Jamp-Sertaline 50mg Cap,DNP,0.3032,M,SFC,JPC,Y
N06AB06,sertraline 50mg cap,2374560,RAN-Sertraline 50mg Cap,,,,,RAN,Y
N06AB06,sertraline 50mg cap,2386089,Sertraline-50mg Cap,DNP,0.3032,M,SFC,SIV,Y
N06AB06,sertraline 50mg cap,2390914,Auro-Sertraline 50mg Cap,DNP,0.3032,M,SFC,ARO,Y
N06AB06,sertraline 50mg cap,2399423,Mar-Sertraline 50mg Cap,DNP,0.3032,M,SFC,MAR,Y
N06AB06,sertraline 50mg cap,2402394,MINT-Sertraline 50mg Cap,DNP,0.3032,M,SFC,MNT,Y
N06AB06,sertraline 50mg cap,2469634,Sertraline 50mg Cap,,,,,JPC,Y
N06AB08,fluvoxamine 100mg tab,1919369,Luvox 100mg Tab,DNP,0.3851,M,SFC,BGP,Y
N06AB08,fluvoxamine 100mg tab,2231330,Apo-Fluvoxamine 100mg Tab,DNP,0.3851,M,SFC,APX,Y
N06AB08,fluvoxamine 100mg tab,2239954,Novo-Fluvoxamine 100mg Tab (discontinued),,,,,TEV,Y
N06AB08,fluvoxamine 100mg tab,2255537,CO Fluvoxamine 100mg Tab,DNP,0.3851,M,SFC,ATV,Y
N06AB08,fluvoxamine 50mg tab,1919342,Luvox 50mg Tab,DNP,0.2143,M,SFC,BGP,Y
N06AB08,fluvoxamine 50mg tab,2231329,Apo-Fluvoxamine 50mg Tab,DNP,0.2143,M,SFC,APX,Y
N06AB08,fluvoxamine 50mg tab,2239953,Novo-Fluvoxamine 50mg Tab (discontinued),,,,,TEV,Y
N06AB08,fluvoxamine 50mg tab,2255529,CO Fluvoxamine 50mg Tab,DNP,0.2143,M,SFC,ATV,Y
N06AB10,escitalopram 10mg OD tab,2391449,Cipralex Meltz 10mg Tab (discontinued),,,,,VLH,Y
N06AB10,escitalopram 10mg OD tab,2454297,ACT Escitalopram ODT 10mg Tab,,,,,ATV,Y
N06AB10,escitalopram 10mg tab,2263238,Cipralex 10mg Tab,DNP,0.3109,M,SFC,VLH,Y
N06AB10,escitalopram 10mg tab,2295016,Apo-Escitalopram 10mg Tab,DNP,0.3109,M,SFC,APX,Y
N06AB10,escitalopram 10mg tab,2303949,pms-Escitalopram 10mg Tab,DNP,0.3109,M,SFC,PMS,Y
N06AB10,escitalopram 10mg tab,2309467,MYLAN-Escitalopram 10mg Tab,DNP,0.3109,M,SFC,MYL,Y
N06AB10,escitalopram 10mg tab,2313561,CO Escitalopram 10mg Tab (discontinued),,,,,ATV,Y
N06AB10,escitalopram 10mg tab,2318180,Teva-Escitalopram 10mg Tab,DNP,0.3109,M,SFC,TEV,Y
N06AB10,escitalopram 10mg tab,2364077,Sandoz Escitalopram 10mg Tab,DNP,0.3109,M,SFC,SDZ,Y
N06AB10,escitalopram 10mg tab,2385481,RAN-Escitalopram 10mg Tab,DNP,0.3109,M,SFC,RAN,Y
N06AB10,escitalopram 10mg tab,2397358,Auro-Escitalopram 10mg Tab,DNP,0.3109,M,SFC,ARO,Y
N06AB10,escitalopram 10mg tab,2407418,Mint-Escitalopram 10mg Tab,DNP,0.3109,M,SFC,MNT,Y
N06AB10,escitalopram 10mg tab,2423480,Mar-Escitalopram 10mg Tab,DNP,0.3109,M,SFC,MAR,Y
N06AB10,escitalopram 10mg tab,2429039,Escitalopram 10mg Tab,DNP,0.3109,M,SFC,SIV,Y
N06AB10,escitalopram 10mg tab,2429780,Jamp-Escitalopram 10mg Tab,DNP,0.3109,M,SFC,JPC,Y
N06AB10,escitalopram 10mg tab,2430118,Escitalopram 10mg Tab,DNP,0.3109,M,SFC,SAS,Y
N06AB10,escitalopram 10mg tab,2434652,ACH-Escitalopram 10mg Tab,DNP,0.3109,M,SFC,AHI,Y
N06AB10,escitalopram 10mg tab,2440296,NAT-Escitalopram 10mg Tab,DNP,0.3109,M,SFC,NAT,Y
N06AB10,escitalopram 10mg tab,2469243,pharma-Escitalopram 10mg Tab,DNP,0.3109,M,SFC,PMS,Y
N06AB10,escitalopram 20mg OD tab,2391457,Cipralex Meltz 20mg Tab (discontinued),,,,,VLH,Y
N06AB10,escitalopram 20mg OD tab,2454300,ACT Escitalopram ODT 20mg Tab,,,,,ATV,Y
N06AB10,escitalopram 20mg tab,2263254,Cipralex 20mg Tab,DNP,0.331,M,SFC,VLH,Y
N06AB10,escitalopram 20mg tab,2295024,Apo-Escitalopram 20mg Tab,DNP,0.331,M,SFC,APX,Y
N06AB10,escitalopram 20mg tab,2309475,MYLAN-Escitalopram 20mg Tab,DNP,0.331,M,SFC,MYL,Y
N06AB10,escitalopram 20mg tab,2313588,CO Escitalopram 20mg Tab (discontinued),,,,,ATV,Y
N06AB10,escitalopram 20mg tab,2318202,Teva-Escitalopram 20mg Tab,DNP,0.331,M,SFC,TEV,Y
N06AB10,escitalopram 20mg tab,2364085,Sandoz Escitalopram 20mg Tab,DNP,0.331,M,SFC,SDZ,Y
N06AB10,escitalopram 20mg tab,2385503,RAN-Escitalopram 20mg Tab,DNP,0.331,M,SFC,RAN,Y
N06AB10,escitalopram 20mg tab,2397374,Auro-Escitalopram 20mg Tab,DNP,0.331,M,SFC,ARO,Y
N06AB10,escitalopram 20mg tab,2407434,Mint-Escitalopram 20mg Tab,DNP,0.331,M,SFC,MNT,Y
N06AB10,escitalopram 20mg tab,2423502,Mar-Escitalopram 20mg Tab,DNP,0.331,M,SFC,MAR,Y
N06AB10,escitalopram 20mg tab,2429047,Escitalopram 20mg Tab,DNP,0.331,M,SFC,SIV,Y
