ATC,Interchangeable Category Name,DIN,Product Description,Prescriber Type,Reimbursement Price,Price Type,Benefit Status,MFR,Interchangeability Flag
N03AX18,lacosamide 50mg tab,02490544,MINT-Lacosamide 50mg Tab,DNP,0.6313,M,E,MNT,Y
N03AX22,,02404516,Fycompa 2mg Tab,DNP,9.45,L,E,EIS,N
N03AX22,,02404524,Fycompa 4mg Tab,DNP,9.45,L,E,EIS,N
N03AX22,,02404532,Fycompa 6mg Tab,DNP,9.45,L,E,EIS,N
N03AX22,,02404540,Fycompa 8mg Tab,DNP,9.45,L,E,EIS,N
N03AX22,,02404559,Fycompa 10mg Tab,DNP,9.45,L,E,EIS,N
N03AX22,,02404567,Fycompa 12mg Tab,DNP,9.45,L,E,EIS,N
N03AX23,,02452936,Brivlera 10mg Tab,DNP,4.32,L,E,UCB,N
N03AX23,,02452944,Brivlera 25mg Tab,DNP,4.32,L,E,UCB,N
N03AX23,,02452952,Brivlera 50mg Tab,DNP,4.32,L,E,UCB,N
N03AX23,,02452960,Brivlera 75mg Tab,DNP,4.32,L,E,UCB,N
N03AX23,,02452979,Brivlera 100mg Tab,DNP,4.32,L,E,UCB,N
N04AA01,,00545058,Trihexyphenidyl 2mg Tab,DNP,0.0384,L,SF,AAP,N
N04AA01,,00545074,Trihexyphenidyl 5mg Tab,DNP,0.0695,L,SF,AAP,N
N04AA05,,01927744,Parsitan 50mg Tab,DNP,0.3,L,SF,ERF,N
N04AC01,,00706531,Benztropine 1mg Tab,DNP,0.0523,L,SF,PDP,N
N04AC01,,02238903,Benztropine Omega 1mg Inj,,,,,OMG,N
N04BA02,levodopa 100mg & carbidopa 10mg tab,00355658,Sinemet 100mg/10mg Tab (discontinued),,,,,FRS,Y
N04BA02,levodopa 100mg & carbidopa 10mg tab,02195933,Apo-Levocarb 100mg/10mg Tab,DNP,0.1479,M,SF,APX,Y
N04BA02,levodopa 100mg & carbidopa 10mg tab,02244494,Novo-Levocarbidopa 100mg/10mg Tab,DNP,0.1479,M,SF,TEV,Y
N04BA02,levodopa 100mg & carbidopa 10mg tab,02457954,MINT-Levocarb 100mg/10mg Tab,DNP,0.1479,M,SF,MNT,Y
N04BA02,levodopa 100mg & carbidopa 25mg CR tab,02028786,Sinemet CR 100mg/25mg Tab (discontinued),,,,,FRS,Y
N04BA02,levodopa 100mg & carbidopa 25mg CR tab,02272873,Apo-Levocarb CR 100mg/25mg Tab,DNP,0.5126,M,SF,APX,Y
N04BA02,levodopa 100mg & carbidopa 25mg tab,00513997,Sinemet 100mg/25mg Tab,DNP,0.2209,M,SF,FRS,Y
N04BA02,levodopa 100mg & carbidopa 25mg tab,02195941,Apo-Levocarb 100mg/25mg Tab,DNP,0.2209,M,SF,APX,Y
N04BA02,levodopa 100mg & carbidopa 25mg tab,02244495,Novo-Levocarbidopa 100mg/25mg Tab,DNP,0.2209,M,SF,TEV,Y
N04BA02,levodopa 100mg & carbidopa 25mg tab,02457962,MINT-Levocarb 100mg/25mg Tab,DNP,0.2209,M,SF,MNT,Y
N04BA02,levodopa 200mg & carbidopa 50mg CR tab,00870935,Sinemet CR 200mg/50mg Tab (discontinued),,,,,FRS,Y
N04BA02,levodopa 200mg & carbidopa 50mg CR tab,02245211,Apo-Levocarb CR 200mg/50mg Tab,DNP,1.085,M,SF,APX,Y
N04BA02,levodopa 250mg & carbidopa 25mg tab,00328219,Sinemet 250mg/25mg Tab,DNP,0.2466,M,SF,FRS,Y
N04BA02,levodopa 250mg & carbidopa 25mg tab,02195968,Apo-Levocarb 250mg/25mg Tab,DNP,0.2466,M,SF,APX,Y
N04BA02,levodopa 250mg & carbidopa 25mg tab,02244496,Novo-Levocarbidopa 250mg/25mg Tab,DNP,0.2466,M,SF,TEV,Y
N04BA02,levodopa 250mg & carbidopa 25mg tab,02457970,MINT-Levocarb 250mg/25mg Tab,DNP,0.2466,M,SF,MNT,Y
N04BA02,,00386464,Prolopa 100-25 Cap,DNP,0.5265,L,SF,HLR,N
N04BA02,,00386472,Prolopa 200-50 Cap,DNP,0.8839,L,SF,HLR,N
N04BA02,,00522597,Prolopa 50-12.5 Cap,DNP,0.3197,L,SF,HLR,N
N04BA02,,02292165,Duodopa 5mg/20mg/mL Cassette,,,,,ABV,N
N04BA03,,02305933,Stalevo 50mg Tab,DNP,1.7471,L,E,NVR,N
N04BA03,,02305941,Stalevo 100mg Tab,DNP,1.7471,L,E,NVR,N
N04BA03,,02305968,Stalevo 150mg Tab,DNP,1.7471,L,E,NVR,N
N04BA03,,02337827,Stalevo 75mg Tab,DNP,1.7471,L,E,NVR,N
N04BA03,,02337835,Stalevo 125mg Tab,DNP,1.7471,L,E,NVR,N
N04BB01,amantadine HCl 100mg cap,01914006,Symmetrel 100mg Cap (discontinued),,,,,BRI,Y
N04BB01,amantadine HCl 100mg cap,01990403,pms-Amantadine 100mg Cap,DNP,0.612,M,SF,PDP,Y
N04BB01,amantadine HCl 100mg cap,02034468,Endantadine 100mg Cap (discontinued),,,,,BRI,Y
N04BB01,amantadine HCl 10mg/mL syr,01913999,Symmetrel 10mg/mL Syr (discontinued),,,,,BRI,Y
N04BB01,amantadine HCl 10mg/mL syr,02022826,pdp-Amantadine 10mg/mL Syr,DNP,0.1223,M,SF,PDP,Y
N04BC04,ropinirole 0.25mg tab,02232565,ReQuip 0.25mg Tab (discontinued),,,,,GSK,Y
N04BC04,ropinirole 0.25mg tab,02314037,RAN-Ropinirole 0.25mg Tab,DNP,0.0709,M,SF,RAN,Y
N04BC04,ropinirole 0.25mg tab,02316846,CO Ropinirole 0.25mg Tab,DNP,0.0709,M,SF,ATV,Y
N04BC04,ropinirole 0.25mg tab,02352338,Jamp-Ropinirole 0.25mg Tab,DNP,0.0709,M,SF,JPC,Y
N04BC04,ropinirole 0.25mg tab,02353040,Ropinirole 0.25mg Tab,DNP,0.0709,M,SF,SAS,Y
N04BC04,ropinirole 1mg tab,02232567,ReQuip 1mg Tab (discontinued),,,,,GSK,Y
N04BC04,ropinirole 1mg tab,02314053,RAN-Ropinirole 1mg Tab,DNP,0.2839,M,SF,RAN,Y
N04BC04,ropinirole 1mg tab,02316854,CO Ropinirole 1mg Tab,DNP,0.2839,M,SF,ATV,Y
N04BC04,ropinirole 1mg tab,02352346,Jamp-Ropinirole 1mg Tab,DNP,0.2839,M,SF,JPC,Y
N04BC04,ropinirole 1mg tab,02353059,Ropinirole 1mg Tab,DNP,0.2839,M,SF,SAS,Y
N04BC04,ropinirole 2mg tab,02232568,ReQuip 2mg Tab (discontinued),,,,,GSK,Y
N04BC04,ropinirole 2mg tab,02314061,RAN-Ropinirole 2mg Tab,DNP,0.3122,M,SF,RAN,Y
N04BC04,ropinirole 2mg tab,02316862,CO Ropinirole 2mg Tab,DNP,0.3122,M,SF,ATV,Y
N04BC04,ropinirole 2mg tab,02352354,Jamp-Ropinirole 2mg Tab,DNP,0.3122,M,SF,JPC,Y
N04BC04,ropinirole 5mg tab,02232569,ReQuip 5mg Tab (discontinued),,,,,GSK,Y
N04BC04,ropinirole 5mg tab,02314088,RAN-Ropinirole 5mg Tab,DNP,0.8596,M,SF,RAN,Y
N04BC04,ropinirole 5mg tab,02316870,CO Ropinirole 5mg Tab,DNP,0.8596,M,SF,ATV,Y
N04BC04,ropinirole 5mg tab,02352362,Jamp-Ropinirole 5mg Tab,DNP,0.8596,M,SF,JPC,Y
N04BC05,pramipexole 0.25mg tab,02237145,Mirapex 0.25mg Tab,DNP,0.195,M,SF,BOE,Y
N04BC05,pramipexole 0.25mg tab,02290111,pms-Pramipexole 0.25mg Tab (discontinued),,,,,PMS,Y
N04BC05,pramipexole 0.25mg tab,02292378,Apo-Pramipexole 0.25mg Tab,DNP,0.195,M,SF,APX,Y
N04BC05,pramipexole 0.25mg tab,02297302,ACT Pramipexole 0.25mg Tab,DNP,0.195,M,SF,ATV,Y
N04BC05,pramipexole 0.25mg tab,02309122,Pramipexole-0.25mg Tab,DNP,0.195,M,SF,SIV,Y
N04BC05,pramipexole 0.25mg tab,02315262,Sandoz Pramipexole 0.25mg Tab,DNP,0.195,M,SF,SDZ,Y
N04BC05,pramipexole 0.25mg tab,02424061,Auro-Pramipexole 0.25mg Tab,DNP,0.195,M,SF,ARO,Y
N04BC05,pramipexole 0.5mg tab,02241594,Mirapex 0.5mg Tab (discontinued),,,,,BOE,Y
N04BC05,pramipexole 0.5mg tab,02290138,pms-Pramipexole 0.5mg Tab (discontinued),,,,,PMS,Y
N04BC05,pramipexole 0.5mg tab,02292386,Apo-Pramipexole 0.5mg Tab,,,,,APX,Y
N04BC05,pramipexole 0.5mg tab,02297310,ACT Pramipexole 0.5mg Tab,,,,,ATV,Y
N04BC05,pramipexole 0.5mg tab,02309130,Pramipexole-0.5mg Tab,,,,,SIV,Y
N04BC05,pramipexole 0.5mg tab,02315270,Sandoz Pramipexole 0.5mg Tab,,,,,SDZ,Y
N04BC05,pramipexole 0.5mg tab,02424088,Auro-Pramipexole 0.5mg Tab,,,,,ARO,Y
N04BC05,pramipexole 1.5mg tab,02237147,Mirapex 1.5mg Tab (discontinued),,,,,BOE,Y
N04BC05,pramipexole 1.5mg tab,02290154,pms-Pramipexole 1.5mg Tab (discontinued),,,,,PMS,Y
N04BC05,pramipexole 1.5mg tab,02292408,Apo-Pramipexole 1.5mg Tab,DNP,0.3901,M,SF,APX,Y
N04BC05,pramipexole 1.5mg tab,02297337,ACT Pramipexole 1.5mg Tab,DNP,0.3901,M,SF,ATV,Y
N04BC05,pramipexole 1.5mg tab,02309157,Pramipexole-1.5mg Tab,DNP,0.3901,M,SF,SIV,Y
N04BC05,pramipexole 1.5mg tab,02315297,Sandoz Pramipexole 1.5mg Tab,DNP,0.3901,M,SF,SDZ,Y
N04BC05,pramipexole 1.5mg tab,02424118,Auro-Pramipexole 1.5mg Tab,DNP,0.3901,M,SF,ARO,Y
N04BC05,pramipexole 1mg tab,02237146,Mirapex 1mg Tab (discontinued),,,,,BOE,Y
N04BC05,pramipexole 1mg tab,02290146,pms-Pramipexole 1mg Tab (discontinued),,,,,PMS,Y
N04BC05,pramipexole 1mg tab,02292394,Apo-Pramipexole 1mg Tab,DNP,0.3901,M,SF,APX,Y
N04BC05,pramipexole 1mg tab,02297329,ACT Pramipexole 1mg Tab,DNP,0.3901,M,SF,ATV,Y
N04BC05,pramipexole 1mg tab,02309149,Pramipexole-1mg Tab,DNP,0.3901,M,SF,SIV,Y
N04BC05,pramipexole 1mg tab,02315289,Sandoz Pramipexole 1mg Tab,DNP,0.3901,M,SF,SDZ,Y
N04BC05,pramipexole 1mg tab,02367629,Pramipexole 1mg Tab (discontinued),,,,,SAS,Y
N04BC05,pramipexole 1mg tab,02424096,Auro-Pramipexole 1mg Tab,DNP,0.3901,M,SF,ARO,Y
N04BC07,,02459132,Movapo 30mg/3mL Prefilled Pen,DNP,14.3173,L,E,PAL,N
N04BC09,,02403900,Neupro 2mg/24hr Patch,DNP,3.54,L,E,UCB,N
N04BC09,,02403927,Neupro 4mg/24hr Patch,DNP,6.5,L,E,UCB,N
N04BC09,,02403935,Neupro 6mg/24hr Patch,DNP,7.27,L,E,UCB,N
N04BC09,,02403943,Neupro 8mg/24hr Patch,DNP,7.27,L,E,UCB,N
N04BD01,selegiline 5mg tab,02068087,Novo-Selegiline 5mg Tab,DNP,0.5022,M,SF,TEV,Y
N04BD01,selegiline 5mg tab,02123312,Eldepryl 5mg Tab (discontinued),,,,,DRH,Y
N04BD01,selegiline 5mg tab,02230641,Apo-Selegiline 5mg Tab,DNP,0.5022,M,SF,APX,Y
N04BD02,rasagiline 0.5mg,02284642,Azilect 0.5mg Tab,,,,,TMP,Y
N04BD02,rasagiline 0.5mg,02404680,Apo-Rasagiline 0.5mg Tab,,,,,APX,Y
N04BD02,rasagiline 0.5mg,02418436,Teva-Rasagiline 0.5mg Tab,,,,,TEV,Y
N04BD02,rasagiline 1mg,02284650,Azilect 1mg Tab,,,,,TMP,Y
N04BD02,rasagiline 1mg,02404699,Apo-Rasagiline 1mg Tab,,,,,APX,Y
N04BD02,rasagiline 1mg,02418444,Teva-Rasagiline 1mg Tab,,,,,TEV,Y
N04BX02,entacapone 200mg tab,02243763,Comtan 200mg Tab,DNP,0.4062,M,E,NVR,Y
N04BX02,entacapone 200mg tab,02375559,Teva-Entacapone 200mg Tab,DNP,0.4062,M,E,TEV,Y
N04BX02,entacapone 200mg tab,02380005,Sandoz Entacapone 200mg Tab,DNP,0.4062,M,E,SDZ,Y
N05AA01,chlorpromazine 25mg/mL inj,00743518,Chlorpromazine 25mg/mL Inj (discontinued),,,,,SDZ,Y
N05AA01,chlorpromazine 25mg/mL inj,01929968,Largactil 25mg/5mL Inj (discontinued),,,,,SAV,Y
N05AA01,,00232807,Teva-Chlorpromazine 50mg Tab,DNP,0.2808,L,SFC,TEV,N
N05AA01,,00232823,Teva-Chlorpromazine 25mg Tab,DNP,0.2454,L,SFC,TEV,N
N05AA01,,00232831,Teva-Chlorpromazine 100mg Tab,DNP,0.7475,L,SFC,TEV,N
N05AA02,methotrimeprazine 25mg tab,01927663,Nozinan 25mg Tab (discontinued),,,,,SAV,Y
N05AA02,methotrimeprazine 25mg tab,02238405,Methoprazine 25mg Tab,DNP,0.2718,M,SFC,AAP,Y
N05AA02,methotrimeprazine 2mg tab,01927647,Nozinan 2mg Tab (discontinued),,,,,SAV,Y
N05AA02,methotrimeprazine 2mg tab,02238403,Methoprazine 2mg Tab,DNP,0.0731,M,SFC,AAP,Y
N05AA02,methotrimeprazine 50mg tab,01927671,Nozinan 50mg Tab (discontinued),,,,,SAV,Y
N05AA02,methotrimeprazine 50mg tab,02238406,Methoprazine 50mg Tab,DNP,0.4113,M,SFC,AAP,Y
N05AA02,methotrimeprazine 5mg tab,01927655,Nozinan 5mg Tab (discontinued),,,,,SAV,Y
N05AA02,methotrimeprazine 5mg tab,02238404,Methoprazine 5mg Tab,DNP,0.1057,M,SFC,AAP,Y
N05AA02,,01927698,Nozinan 25mg/mL Inj,DNP,3.681,L,SFC,SAV,N
N05AB02,,00405345,Fluphenazine 1mg Tab,DNP,0.1868,L,SFC,AAP,N
N05AB02,,00405361,Fluphenazine 5mg Tab,DNP,0.3924,L,SFC,AAP,N
N05AB02,,00410632,Fluphenazine 2mg Tab,DNP,0.2401,L,SFC,AAP,N
N05AB03,perphenazine 4mg tab,00028304,Trilafon 4mg Tab (discontinued),,,,,SCH,Y
N05AB03,perphenazine 4mg tab,00335126,Perphenazine 4mg Tab,DNP,0.0808,M,SFC,AAP,Y
N05AB03,,00335096,Perphenazine 16mg Tab,DNP,0.1359,L,SFC,AAP,N
N05AB03,,00335118,Perphenazine 8mg Tab,DNP,0.0888,L,SFC,AAP,N
N05AB03,,00335134,Perphenazine 2mg Tab,DNP,0.0668,L,SFC,AAP,N
N05AB04,prochlorperazine 10mg tab,00886432,Prochlorazine 10mg Tab,DNP,0.216,M,SFC,AAP,Y
N05AB04,prochlorperazine 10mg tab,01927760,Stemetil 10mg Tab (discontinued),,,,,ROP,Y
N05AB04,prochlorperazine 5mg tab,00886440,Prochlorazine 5mg Tab,DNP,0.1769,M,SFC,AAP,Y
N05AB04,prochlorperazine 5mg tab,01927752,Stemetil 5mg Tab (discontinued),,,,,ROP,Y
N05AB04,,00789720,Prochlorperazine 10mg Supp,DNP,1.82,L,SFC,SDZ,N
N05AB06,trifluoperazine 10mg tab,00326836,Trifluoperazine 10mg Tab,DNP,0.2976,M,SFC,AAP,Y
N05AB06,trifluoperazine 10mg tab,01918230,Stelazine 10mg Tab (discontinued),,,,,GSK,Y
N05AB06,trifluoperazine 1mg tab,00345539,Trifluoperazine 1mg Tab,DNP,0.143,M,SFC,AAP,Y
N05AB06,trifluoperazine 1mg tab,01918206,Stelazine 1mg Tab (discontinued),,,,,GSK,Y
N05AB06,trifluoperazine 2mg tab,00312754,Trifluoperazine 2mg Tab,DNP,0.1875,M,SFC,AAP,Y
N05AB06,trifluoperazine 2mg tab,01918214,Stelazine 2mg Tab (discontinued),,,,,GSK,Y
N05AB06,trifluoperazine 5mg tab,00312746,Trifluoperazine 5mg Tab,DNP,0.2483,M,SFC,AAP,Y
N05AB06,trifluoperazine 5mg tab,01918222,Stelazine 5mg Tab (discontinued),,,,,GSK,Y
N05AB06,,00595942,Trifluoperazine 20mg Tab,DNP,0.5951,L,SFC,AAP,N
N05AB08,,01927639,Majeptil 10mg Tab,DNP,0.6929,L,SFC,ERF,N
N05AC01,,01926756,Neuleptil 10mg/mL Oral Drops,,,,,ERF,N
N05AC01,,01926764,Neuleptil 20mg Cap,,,,,ERF,N
N05AC01,,01926772,Neuleptil 10mg Cap,,,,,ERF,N
N05AC01,,01926780,Neuleptil 5mg Cap,,,,,ERF,N
N05AD01,haloperidol 0.5mg tab,00017655,Haldol 0.5mg Tab (discontinued),,,,,OMC,Y
N05AD01,haloperidol 0.5mg tab,00363685,Teva-Haloperidol 0.5mg Tab,DNP,0.1362,M,SFC,TEV,Y
N05AD01,haloperidol 10mg tab,00381772,Haldol 10mg Tab (discontinued),,,,,OMC,Y
N05AD01,haloperidol 10mg tab,00713449,Teva-Haloperidol 10mg Tab,DNP,0.7095,M,SFC,TEV,Y
N05AD01,haloperidol 1mg tab,00017663,Haldol 1mg Tab (discontinued),,,,,OMC,Y
N05AD01,haloperidol 1mg tab,00363677,Teva-Haloperidol 1mg Tab,DNP,0.2046,M,SFC,TEV,Y
N05AD01,haloperidol 20mg tab,00499579,Haldol 20mg Tab (discontinued),,,,,OMC,Y
N05AD01,haloperidol 20mg tab,00768820,Teva-Haloperidol 20mg Tab (discontinued),,,,,TEV,Y
N05AD01,haloperidol 2mg tab,00017671,Haldol 2mg Tab (discontinued),,,,,OMC,Y
N05AD01,haloperidol 2mg tab,00363669,Teva-Haloperidol 2mg Tab,DNP,0.3058,M,SFC,TEV,Y
N05AD01,haloperidol 5mg tab,00017698,Haldol 5mg Tab (discontinued),,,,,OMC,Y
N05AD01,haloperidol 5mg tab,00363650,Teva-Haloperidol 5mg Tab,DNP,0.4877,M,SFC,TEV,Y
N05AD01,haloperidol 5mg/mL inj,00808652,Haloperidol 5mg/mL Inj,DNP,4.83,M,SFC,SDZ,Y
N05AD01,haloperidol 5mg/mL inj,02366010,Haloperidol 5mg/mL Inj,DNP,4.83,M,SFC,OMG,Y
N05AD01,haloperidol LA 100mg/mL inj,00599093,Haldol LA 100mg/mL Inj (discontinued),,,,,JAN,Y
N05AD01,haloperidol LA 100mg/mL inj,02130300,Haloperidol LA 100mg/mL Inj,DNP,18.6142,M,SFC,SDZ,Y
N05AD08,,02167832,Droperidol 2.5mg/mL Inj (discontinued),,,,,SDZ,N
N05AE04,ziprasidone 20mg cap,02298597,Zeldox 20mg Cap,DNP,1.3784,M,E,PFI,Y
N05AE04,ziprasidone 20mg cap,02449544,Auro-Ziprasidone 20mg Cap,DNP,1.3784,M,E,ARO,Y
N05AE04,ziprasidone 40mg cap,02298600,Zeldox 40mg Cap,DNP,1.5786,M,E,PFI,Y
N05AE04,ziprasidone 40mg cap,02449552,Auro-Ziprasidone 40mg Cap,DNP,1.5786,M,E,ARO,Y
N05AE04,ziprasidone 60mg cap,02298619,Zeldox 60mg Cap,DNP,1.5786,M,E,PFI,Y
N05AE04,ziprasidone 60mg cap,02449560,Auro-Ziprasidone 60mg Cap,DNP,1.5786,M,E,ARO,Y
N05AE04,ziprasidone 80mg cap,02298627,Zeldox 80mg Cap,DNP,1.5786,M,E,PFI,Y
N05AE04,ziprasidone 80mg cap,02449579,Auro-Ziprasidone 80mg Cap,DNP,1.5786,M,E,ARO,Y
N05AE05,,02387751,Latuda 40mg Tab,DNP,4.25,L,E,SNV,N
N05AE05,,02387778,Latuda 80mg Tab,DNP,4.25,L,E,SNV,N
N05AE05,,02387786,Latuda 120mg Tab,DNP,4.25,L,E,SNV,N
N05AE05,,02413361,Latuda 60mg Tab,DNP,4.25,L,E,SNV,N
N05AE05,,02422050,Latuda 20mg Tab,DNP,4.25,L,E,SNV,N
N05AF01,,02156008,Fluanxol 0.5mg Tab,DNP,0.2786,L,SFC,VLH,N
N05AF01,,02156016,Fluanxol 3mg Tab,DNP,0.602,L,SFC,VLH,N
N05AF01,,02156032,Fluanxol Depot 2% Inj,DNP,8.067,L,SFC,VLH,N
N05AF01,,02156040,Fluanxol Depot 10% Inj,DNP,40.3359,L,SFC,VLH,N
N05AF05,,02230402,Clopixol 10mg Tab,DNP,0.4306,L,SF,VLH,N
N05AF05,,02230403,Clopixol 25mg Tab,DNP,1.0765,L,SF,VLH,N
N05AF05,,02230405,Clopixol-Acuphase 50mg/mL Inj,,,,,VLH,N
N05AF05,,02230406,Clopixol-Depot 200mg/mL Inj,DNP,16.742,L,SF,VLH,N
N05AG02,pimozide 2mg tab,00313815,Orap 2mg Tab (discontinued),,,,,PMS,Y
N05AG02,pimozide 2mg tab,02245432,Pimozide 2mg Tab,DNP,0.3297,M,SFC,AAP,Y
N05AG02,pimozide 4mg tab,00313823,Orap 4mg Tab (discontinued),,,,,PMS,Y
N05AG02,pimozide 4mg tab,02245433,Pimozide 4mg Tab,DNP,0.5022,M,SFC,AAP,Y
N05AH01,loxapine 10mg tab,02170027,Loxapac 10mg Tab (discontinued),,,,,WAY,Y
N05AH01,loxapine 10mg tab,02230838,Xylac 10mg Tab,DNP,0.3341,M,SFC,PDP,Y
N05AH01,loxapine 25mg tab,02170132,Loxapac 25mg Tab (discontinued),,,,,WAY,Y
N05AH01,loxapine 25mg tab,02230839,Xylac 25mg Tab,DNP,0.5181,M,SFC,PDP,Y
N05AH01,loxapine 50mg tab,02170035,Loxapac 50mg Tab (discontinued),,,,,WAY,Y
N05AH01,loxapine 50mg tab,02230840,Xylac 50mg Tab,DNP,0.6703,M,SFC,PDP,Y
N05AH01,loxapine 5mg tab,02170019,Loxapac 5mg Tab (discontinued),,,,,WAY,Y
N05AH01,loxapine 5mg tab,02230837,Xylac 5mg Tab,DNP,0.1891,M,SFC,PDP,Y
N05AH01,,02169991,Loxapac 50mg/mL IM Inj,DNP,21.451,L,SFC,SDZ,N
N05AH01,,02242868,Xylac 2.5mg Tab,DNP,0.2256,L,SFC,PDP,N
N05AH02,clozapine 100mg tab,00894745,Clozaril 100mg Tab,,,,,HLS,Y
N05AH02,clozapine 100mg tab,02247244,Gen-Clozapine 100mg Tab,,,,,MYL,Y
N05AH02,clozapine 100mg tab,02248035,AA-Clozapine 100mg Tab,,,,,AAP,Y
N05AH02,clozapine 25mg tab,00894737,Clozaril 25mg Tab,,,,,HLS,Y
N05AH02,clozapine 25mg tab,02247243,Gen-Clozapine 25mg Tab,,,,,MYL,Y
N05AH02,clozapine 25mg tab,02248034,AA-Clozapine 25mg Tab,,,,,AAP,Y
N05AH02,,02305003,Gen-Clozapine 50mg Tab,,,,,MYL,N
N05AH02,,02305011,Gen-Clozapine 200mg Tab,,,,,MYL,N
N05AH03,olanzapine 10mg tab,02229285,Zyprexa 10mg Tab,DNP,0.7088,M,SF,LIL,Y
N05AH03,olanzapine 10mg tab,02276747,Teva-Olanzapine 10mg Tab,DNP,0.7088,M,SF,TEV,Y
N05AH03,olanzapine 10mg tab,02281821,Apo-Olanzapine 10mg Tab,DNP,0.7088,M,SF,APX,Y
N05AH03,olanzapine 10mg tab,02303175,pms-Olanzapine 10mg Tab,DNP,0.7088,M,SF,PMS,Y
N05AH03,olanzapine 10mg tab,02310384,Sandoz Olanzapine 10mg Tab,DNP,0.7088,M,SF,SDZ,Y
N05AH03,olanzapine 10mg tab,02372843,Olanzapine 10mg Tab,DNP,0.7088,M,SF,SAS,Y
N05AH03,olanzapine 10mg tab,02385899,Olanzapine-10mg Tab,DNP,0.7088,M,SF,SIV,Y
N05AH03,olanzapine 10mg tab,02410184,MINT-Olanzapine 10mg Tab,DNP,0.7088,M,SF,MNT,Y
N05AH03,olanzapine 10mg tab,02417286,Jamp-Olanzapine FC 10mg Tab,DNP,0.7088,M,SF,JPC,Y
N05AH03,olanzapine 15mg tab,02238850,Zyprexa 15mg Tab,DNP,1.0631,M,SF,LIL,Y
N05AH03,olanzapine 15mg tab,02276755,Teva-Olanzapine 15mg Tab,DNP,1.0631,M,SF,TEV,Y
N05AH03,olanzapine 15mg tab,02281848,Apo-Olanzapine 15mg Tab,DNP,1.0631,M,SF,APX,Y
N05AH03,olanzapine 15mg tab,02303183,pms-Olanzapine 15mg Tab,DNP,1.0631,M,SF,PMS,Y
N05AH03,olanzapine 15mg tab,02310392,Sandoz Olanzapine 15mg Tab,DNP,1.0631,M,SF,SDZ,Y
N05AH03,olanzapine 15mg tab,02372851,Olanzapine 15mg Tab,DNP,1.0631,M,SF,SAS,Y
N05AH03,olanzapine 15mg tab,02385902,Olanzapine-15mg Tab,DNP,1.0631,M,SF,SIV,Y
N05AH03,olanzapine 15mg tab,02410192,MINT-Olanzapine 15mg Tab,DNP,1.0631,M,SF,MNT,Y
N05AH03,olanzapine 15mg tab,02417294,Jamp-Olanzapine FC 15mg Tab,DNP,1.0631,M,SF,JPC,Y
N05AH03,olanzapine 2.5mg tab,02229250,Zyprexa 2.5mg Tab,DNP,0.1772,M,SF,LIL,Y
N05AH03,olanzapine 2.5mg tab,02276712,Teva-Olanzapine 2.5mg Tab,DNP,0.1772,M,SF,TEV,Y
N05AH03,olanzapine 2.5mg tab,02281791,Apo-Olanzapine 2.5mg Tab,DNP,0.1772,M,SF,APX,Y
N05AH03,olanzapine 2.5mg tab,02303116,pms-Olanzapine 2.5mg Tab,DNP,0.1772,M,SF,PMS,Y
N05AH03,olanzapine 2.5mg tab,02310341,Sandoz Olanzapine 2.5mg Tab,DNP,0.1772,M,SF,SDZ,Y
N05AH03,olanzapine 2.5mg tab,02372819,Olanzapine 2.5mg Tab,DNP,0.1772,M,SF,SAS,Y
N05AH03,olanzapine 2.5mg tab,02410141,MINT-Olanzapine 2.5mg Tab,DNP,0.1772,M,SF,MNT,Y
N05AH03,olanzapine 2.5mg tab,02417243,Jamp-Olanzapine FC 2.5mg Tab,DNP,0.1772,M,SF,JPC,Y
N05AH03,olanzapine 20mg tab,02238851,Zyprexa 20mg Tab,DNP,1.4378,M,SF,LIL,Y
N05AH03,olanzapine 20mg tab,02333015,Apo-Olanzapine 20mg Tab,DNP,1.4378,M,SF,APX,Y
N05AH03,olanzapine 20mg tab,02359707,Teva-Olanzapine 20mg,DNP,1.4378,M,SF,TEV,Y
N05AH03,olanzapine 20mg tab,02367483,pms-Olanzapine 20mg Tab,DNP,1.4378,M,SF,PMS,Y
N05AH03,olanzapine 20mg tab,02417308,Jamp-Olanzapine FC 20mg Tab,DNP,1.4378,M,SF,JPC,Y
N05AH03,olanzapine 5mg tab,02229269,Zyprexa 5mg Tab,DNP,0.3544,M,SF,LIL,Y
N05AH03,olanzapine 5mg tab,02276720,Teva-Olanzapine 5mg Tab,DNP,0.3544,M,SF,TEV,Y
N05AH03,olanzapine 5mg tab,02281805,Apo-Olanzapine 5mg Tab,DNP,0.3544,M,SF,APX,Y
N05AH03,olanzapine 5mg tab,02303159,pms-Olanzapine 5mg Tab,DNP,0.3544,M,SF,PMS,Y
N05AH03,olanzapine 5mg tab,02310368,Sandoz Olanzapine 5mg Tab,DNP,0.3544,M,SF,SDZ,Y
N05AH03,olanzapine 5mg tab,02372827,Olanzapine 5mg Tab,DNP,0.3544,M,SF,SAS,Y
N05AH03,olanzapine 5mg tab,02385872,Olanzapine-5mg Tab,DNP,0.3544,M,SF,SIV,Y
N05AH03,olanzapine 5mg tab,02410168,MINT-Olanzapine 5mg Tab,DNP,0.3544,M,SF,MNT,Y
N05AH03,olanzapine 5mg tab,02417251,Jamp-Olanzapine FC 5mg Tab,DNP,0.3544,M,SF,JPC,Y
